site_numbet,site_sql_id,site_name,LAT,LON,COMMENT,GAGETAG,Elevation,ElevationComment
NB1,1953,North Bend flood 1 at Ballarat,47.49882,-121.78,,Stream Gauge(Recording),440.9,
NB2,1954,North Bend flood at 420th,47.50494,-121.78,,,,
NB3,1955,North Bend flood at Pickett,47.50087,-121.769,,Stream Gauge(Recording),443.6,
NB4,1956,North Bend flood at Zemp,47.49244,-121.769,,,455.37,
NCRK311LQY311101,1029,North Creek,47.76301,-122.184,Site Code changed Jan 16 2013 per WTD,WTD Rain Gage,,
NFK_01,1857,North Fork above canyon,47.5525,-121.712,,Water Temperature Recorder,947,
NOAA_B1,1985,Lake 3 Trib,47.50404,-121.884,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_C1,1986,Cherry Creek,47.74316,-121.906,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_C2,1987,Lower Cherry Creek,47.74355,-121.941,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_D1,1984,Dingford Creek,47.5165,-121.452,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_E1,1988,Deep Creek,47.48189,-121.894,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_F1,1989,Griffin Creek,47.6158,-121.904,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_G1,1990,Granite Creek,47.49404,-121.641,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_I1,1991,Icy Creek,47.53018,-121.918,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_K1,1992,Tokul Creek,47.5561,-121.819,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_L1,1993,Lake 3 Above Trib,47.50404,-121.884,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_L2,1994,Lake 3 Below Trib,47.50404,-121.884,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_L3,1995,Lake Lower,47.50404,-121.904,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_M1,1996,Soderman Creek,47.52103,-121.929,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_MF1,1997,MF Sno at Dingford,47.51681,-121.456,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_MF2,1998,MF Sno at decommissioned road,47.534,-121.58,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_MF3,1999,MF Sno at Granite,47.495,-121.637,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_MF5,2001,MF Sno at Mt Si Rd,47.48669,-121.758,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_MF6,2002,MF Sno at 3 Forks,47.52267,-121.78,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_MS10,2003,Snoqualmie Mainstem Lowest,47.80373,-122.003,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_MS4,2004,Snoqualmie Mainstem at Meadowbrook,47.52726,-121.811,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_MS5,2005,Snoqualmie Mainstem above Raging River,47.56751,-121.879,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_MS6,2006,Snoqualmie Mainstem at Boat Launch,47.597,-121.914,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_MS8,2008,Snoqualmie Mainstem downstream of Tolt,47.64385,-121.926,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_MS9,2009,Snoqualmie Mainstem at Chinook Bend,47.66377,-121.926,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_NF1,2010,NF Sno Headwaters,47.66302,-121.578,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_NF2,2011,NF Sno above Sunday,47.65587,-121.642,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_NF3,2012,NF Sno at County Bridge,47.64165,-121.681,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_NF4,2013,NF Sno at 3 Forks,47.52196,-121.77,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_R1,2014,Raging River Headwaters,47.4325,-121.856,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_R2,2015,Raging River at Powerlines,47.48595,-121.888,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_R3,2016,Raging River at Private Bridge,47.48896,-121.897,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_R4,2017,Raging River at I-90,47.51781,-121.925,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_R5a,2018,Raging River Cluster Upper,47.56347,-121.891,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_R5b,2019,Raging River Cluster Middle,47.56444,-121.888,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_R5c,2020,Raging River Mouth,47.56509,-121.886,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_S1,2021,Sunday Creek,47.65548,-121.64,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_SF1,2022,SF Sno at Asahel,47.3944,-121.475,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_SF2,2023,SF Sno at Exit 38,47.4316,-121.636,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_SF3,2024,SF Sno 436th Ave Bridge,47.46624,-121.759,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_T1,2025,Tolt River Lower,47.6725,-121.855,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_T4,2027,Tolt - North Fork Creek,47.7096,-121.814,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_X1,1983,Lennox Creek,47.65602,-121.574,NOAA Snoqualmie Temperature Network - contact: aimee.fullerton@noaa.gov,Water Temperature Recorder,,
NOAA_Y1,1982,Taylor River,47.56254,-121.53,NOAA Snoqualmie Temperature Network - Contact aimee.fullerton@gmail.com,Water Temperature Recorder,,
NOVH,654,Novelty Hill I&I Rain Gage,47.69184,-122.089,,Precipitation Gauge(Recording),,
NWP,871,Northwest Ponds Level ( Des Moines Creek ),47.4275,-122.311,,Stream Gauge(Recording),248.09,"from as built survey point, top of staff post = 248.09"
PL_MW1,1610,Outlet backwater east of ABD Road,47.29937,-122.174,Screened Wellpoint,Stream Gauge(Recording),73.91,"Bob P GPS survey, top coupling"
PL_MW2,1611,Road west of Green Valley Road in backwater,47.29917,-122.174,Screened Wellpoint,Stream Gauge(Recording),74.77,"Bob P GPS survey, top of coupling"
PL_MW3,1612,Green Valley Meats in backwater east of road,47.29643,-122.173,,Stream Gauge(Recording),75.57,"Bob P GPS survey, top of coupling"
PL_MW4,1621,Upper Levee at Moseby Farm,47.2935,-122.167,,Stream Gauge(Recording),83.02,"Bob P GPS survey, top of pipe"
PNELK,1871,Pine Lake,47.58807,-122.049,,Temperature and Lake Level (Recording),385,
PRT_01,1820,Pratt at Mouth,47.52556,-121.586,"walk up from confl, above LWD jam on right bank. Anchored to alder.",Water Temperature Recorder,905,feet. From GPS
RB_DOWN,1101,Rainbow Bend Downstream,47.445,-122.069,stage only,Stream Gauge(Recording),211.21,"KC survey, top sign post NAVD88"
RB_GW01,2058,Rainbow Bend Well 1,47.4409,-122.065,,Groundwater Observation Well(Recording),111.39,
RB_GW04,2053,Rainbow Bend Well 04,47.44187,-122.066,,Groundwater Observation Well(Recording),218.88,
RB_GW05,2054,Rainbow Bend Well 5,47.44263,-122.068,,Groundwater Observation Well(Recording),217.65,
RB_GW06,2055,Rainbow Bend Well 6,47.44298,-122.07,,Groundwater Observation Well(Recording),215.71,
RB_GW07,2056,Rainbow Bend Well 7,47.4445,-122.07,,Groundwater Observation Well(Recording),211.58,
RB_GW08,2057,Rainbow Bend Well 8,47.44379,-122.069,,Groundwater Observation Well(Recording),,
RB_GW09,2099,Rainbow Bend Groundwater Well 09,47.44253,-122.069,,Groundwater Observation Well(Recording),217.39,
RB_GW10,2097,Rainbow Bend Ground Water Well 10 TP_2020_01,47.44352,-122.07,,Groundwater Observation Well(Recording),,
RB_GW13,2098,Rainbow Bend Groundwater Well 13 TP_2020_03,47.44147,-122.069,,Stream Gauge(Recording),,
RB_UP,1099,Rainbow Bend Upstream,47.4398,-122.066,stage only,Stream Gauge(Recording),223.17,"KC Survey, top pink cap, NAVD88"
RB_WL11,2095,Rainbow Bend Water Level Site 11,47.4424,-122.067,,Stream Gauge(Recording),,
RB_WL12,2096,Rainbow Bend Water Level Site 12,47.44319,-122.07,,Stream Gauge(Recording),,
RB_WL14,2110,Rainbow Bend Side Channel Staff Plate Downstream,47.4453,-122.068,,Stream Gauge(Recording),,
RB_WL15,2113,Rainbow Bend Side Channel Staff Plate Downstream,47.44215,-122.066,,Stream Gauge(Recording),,
RIV_BEND_GW2,1563,River Bend Monitoring Well 2,47.46385,-122.112,tag BJX 718,Groundwater Observation Well(Recording),139.18,"top casing, top cover 140.14"
RIV_BEND_GW4,1564,River bend Monitoring Well 4,47.46543,-122.119,BJX 721,Groundwater Observation Well(Recording),123.19,"top casing, top cover 123.51"
RIV_BEND_GW5,1565,River Bend Monitoring Well 5,47.46525,-122.108,BJX 720,Groundwater Observation Well(Recording),139.87,"top casing, top cover 140.21"
RP,1962,River Point D91818 Inlet,47.48401,-121.715,,Stream Gauge(Recording),,
RPWS_COLM,1555,Colin Creek Midpoint Station - Redmond Paired Watershed Study,47.71464,-122.04,"Redmond Paired Watershed Study, new 02D Site",Stream Gauge(Recording),,
RPWS_COUMI,1553,Country Creek Midpoint Station - Redmond Paired Watershed Study,47.64947,-122.116,Redmond Paired Watershed Study,Stream Gauge(Recording),,
RPWS_COUMO,1545,Country Creek near Mouth - Redmond Paired Watershed Study,47.65056,-122.115,for Redmond Paired Watershed Study,Stream Gauge(Recording),,
RPWS_EVALSS,1547,Evans tributary 108 - Redmond Paired Watershed Study,47.675,-122.073,for Redmond Paired Watershed Study,Stream Gauge(Recording),,
RPWS_EVAMS,1550,Evans trib 108 Midstream Station - Redmond Paired Watershed Study,47.67329,-122.063,Redmond Paired Watershed Study. CONTACT KATE M. OR BETH S. IF REMOVED!,Stream Gauge(Recording),,
RPWS_MONMN,1551,Monticello North Midpoint Station,47.70605,-122.102,,Stream Gauge(Recording),,
RPWS_MONMO,1708,"Monticello Creek near Mouth, also BC0119",47.7035,-122.093,"for Redmond Paired Watershed Study, initially for Bear CR basin plan",Stream Gauge(Recording),,
RPWS_MONMS,1552,Monticello Creek South Midpoint Station,47.70369,-122.103,,Stream Gauge(Recording),,
RPWS_RG_EVA,1709,Evans 108 Rain Gage,47.67891,-122.056,"for RPWS, in Stormwaer Pond D-92411 Hunterswood Div 2&3",Precipitation Gauge(Recording),425,from 5' contours
RPWS_RG_MON,1707,Monticello Rain Gage,47.70362,-122.106,For RPWS,Precipitation Gauge(Recording),,
RPWS_RG_TOS,1710,Tosh Creek Rain Gage,47.65606,-122.124,for RPWS,Precipitation Gauge(Recording),,
RPWS_SEIMN,1692,Seidel Creek North Site - Redmond Paired Watershed Study - formerly 02o,47.71171,-122.052,for Redmond Paired Watershed Study,Stream Gauge(Recording),,
RPWS_SEIMS,1693,"South Fork Seidel Creek at Headworks, RPWS_SEIMS (02P)",47.70716,-122.054,for Redmond Paired Watershed Study,Stream Gauge(Recording),,
RPWS_TOSMI,1548,Tosh Creek Upper Site - Redmond Paired Watershed Study,47.65169,-122.125,for Redmond Paired Watershed Study,Stream Gauge(Recording),155,
RPWS_TOSMO,1544,Tosh Creek near Mouth - Redmond Paired Watershed Study,47.6546,-122.118,for Redmond Paired Watershed Study,Stream Gauge(Recording),,
RPWS_TYLMI,1554,Tyler's Creek Midpoint Station - Redmond Paired Watershed Study,47.698,-122.097,Redmond Paired Watershed Study,Stream Gauge(Recording),,
RPWS_TYLMO,1546,Tyler's Creek near Mouth - Redmond Paired Watershed Study,47.69641,-122.094,for - Redmond Paired Watershed Study,Stream Gauge(Recording),,
RP_WL,1963,River Point Pond D91818 water Level,47.48539,-121.716,,Stream Gauge(Recording),,
RTLK,1967,Lake Retreat,47.35077,-121.943,,Temperature and Lake Level (Recording),735.69,Bob Pendergast
RUT_JO_W1,1937,Rutledge - Johnson Well 1,47.42299,-122.048,,Stream Gauge(Recording),264.83,
RUT_JO_W2,1935,Rutledge - Johnson Well 2,47.42368,-122.049,,Stream Gauge(Recording),262.09,
RUT_JO_W3,1936,Rutledge - Johnson Well 3,47.42424,-122.048,,Stream Gauge(Recording),263.95,
RUT_JO_W4,1938,Rutledge - Johnson Well 4,47.42341,-122.047,,Stream Gauge(Recording),262.5,
Riv_Bend_6.2,1560,Rivers Bend of the Cedar RM 6.2,47.46541,-122.126,"Hobo U20 on PVC slide in 2"" angled steel well anchored to armoring rocks",Stream Gauge(Recording),107.45,anchor bolt on US side of rock to which gage is attaced
Riv_Bend_6.5,1561,Rivers Bend of the Cedar RM 6.5,47.46352,-122.121,"Hobo U20 hanging from wire in 2"", 5.09 vertical steel well",Stream Gauge(Recording),115.35,casing top (top of bracket - 112.96)
Riv_Bend_7.3,1558,Rivers Bend of the Cedar RM 7.3,47.46626,-122.108,"Hobo hanging from wire in 2"", 4.09' vertical steel well",Stream Gauge(Recording),135.64,casing top (133.08 bracket top)
SAFC_01,1469,Snoqualmie River at Neal Rd,47.57578,-121.896,Water Level only,Stream Gauge(Recording),85.35,Top of pipe 1/26/2015
SAFC_02,1470,Snoqualmie River at Barfuse Levee,47.5718,-121.894,,Stream Gauge(Recording),86.15,MW SAFC_02 TOP OF PIPE
SAFC_03,1473,Snoqualmie River by Janicke Slough,47.59504,-121.916,,Stream Gauge(Recording),69.55,"top of pipe, 1/26/2015"
SAFC_04,1472,Snoquamie River at Alm Property,47.57704,-121.903,,Stream Gauge(Recording),79.85,"Top of pipe,"
SAFC_05,1543,Carlson LB_Top,47.58169,-121.906,For Upper Carlson,Stream Gauge(Recording),,
SAFC_06,1638,Aldair,47.58126,-121.907,Screened Wellpoint,Stream Gauge(Recording),77.5,from Cody T
SAFC_07,1639,Carlson Outlet,47.58499,-121.911,Screened Wellpoint,Stream Gauge(Recording),76.76,"from Cody T,73.46 raised 3.3 feet on 6/14/2016"
SAFC_07a,1719,SAFC Carlson Outlet - Upper,47.58526,-121.91,Upper side channel to check hydraulics,Stream Gauge(Recording),,
SAFC_08,1640,Carlson Upper Floodplain,47.58288,-121.901,Screened Wellpoint,Stream Gauge(Recording),77.56,from Cody T
SAFC_09,1641,Richmond,47.5844,-121.912,Screened Wellpoint,Stream Gauge(Recording),77.36,From Cody T
SAFC_10,1642,Rutherford Outlet Bridge,47.57487,-121.891,Screened Wellpoint,Stream Gauge(Recording),85.12,from Cody T
SAFC_11,1643,Alm Backwater - see site WL5387_OL,,,Screened Wellpoint,Groundwater Observation Well(Recording),81.28,
SAFC_25,1926,Snoqualmie at Falls City Neal Road Logger,47.57972,-121.898,,Stream Gauge(Recording),,
SAFC_26,1927,Snoqualmie at Falls City Floodplain,47.58174,-121.903,,Stream Gauge(Recording),,
SAFC_27,1964,Creek at Neil Road Bridge 239B,47.58543,-121.904,,Stream Gauge(Recording),,
SAFC_28,1965,Falls City Farms Pond,47.57732,-121.896,,Stream Gauge(Recording),,
SAFC_29,1966,SR203 at WSDOT Bridge Gage on North Side of Bridge,47.58459,-121.9,,Stream Gauge(Recording),,
SAHA,675,Sahale I&I Rain Gage,47.64949,-122.044,,Precipitation Gauge(Recording),,
SAMM_L1a,2077,Woodinville - lil bear - deep,47.75626,-122.172,,Groundwater Observation Well(Recording),31.33,
SAMM_L1b,2078,Woodinville - lil bear,47.75622,-122.172,,Groundwater Observation Well(Recording),31.45,
SAMM_L2a,2079,Woodinville - park,47.75077,-122.165,,Groundwater Observation Well(Recording),32.05,
SAMM_L2b,2080,Woodinville - park - deep,47.75074,-122.165,,Groundwater Observation Well(Recording),31.75,
SAMM_M1b,2071,Marymoor - dog park,47.65696,-122.114,,Groundwater Observation Well(Recording),37.12,Top of casing
SAMM_M2a,2072,"Marymoor - bird area - 6""",47.65813,-122.111,,Groundwater Observation Well(Recording),37.82,
SAMM_M2b,2073,Marymoor - bird area,47.65813,-122.111,,Groundwater Observation Well(Recording),37.46,
SAMM_M3,2074,Marymoor - velodrome,47.66238,-122.111,,Groundwater Observation Well(Recording),38.62,
SAMM_M4,2075,Marymoor - airplane field,47.66037,-122.107,,Groundwater Observation Well(Recording),40.27,
SAMM_MW_B-1,1242,Marymoor Well B-1,47.6583,-122.12,Ecology ID 307886; Tag ID AFM764,Groundwater Observation Well(Recording),35.43,"from survey, top of PVC"
SAMM_MW_B-3,1244,Marymoor Well B-3,47.65793,-122.121,Ecology ID 307884; Tag ID AFM766,Groundwater Observation Well(Recording),37.58,"from survey, top of PVC"
SAMM_MW_B-5,1245,Marymoor Well B-5/AB-5,47.65913,-122.122,Ecology ID 307901; Tag ID AFM787,Groundwater Observation Well(Recording),37.4,"from survey, top of PVC"
SAMM_MW_B-6,1349,Marymoor Well B-6,47.65868,-122.121,Willowmoor,Groundwater Observation Well(Recording),38.01,"from survey, top of PVC"
SAMM_MW_P-1,1441,Willowmoor GW Well P-1,47.65599,-122.115,"gound = 35.29', well bottom 31.89'",Groundwater Observation Well(Recording),36.18,from survey
SAMM_MW_P-2,1442,Willowmoor GW Well P-2,47.65588,-122.115,"ground = 36.65', well bottom 33.30'",Groundwater Observation Well(Recording),37.59,from survey
SAMM_MW_P-3,1443,Willowmoor GW Well P-3,47.65576,-122.116,"gound = 37.61', well bottom 34.29'",Groundwater Observation Well(Recording),38.58,from survey
SAMM_TZ_5,2060,Sammamish Below NE 95th,47.68241,-122.132,level only,Stream Gauge(Recording),,
SAMM_W1b,2081,Willows Run - west,47.70411,-122.152,,Groundwater Observation Well(Recording),31.9,
SAMM_W2b,2082,Sixty Acres,47.70197,-122.143,,Groundwater Observation Well(Recording),35,TOC; stickup = 1.5'
SAMM_W4a,2083,Willows Run - east - deep,47.70203,-122.144,,Groundwater Observation Well(Recording),36.4,
SAMM_W4b,2084,Willows Run - east,47.70199,-122.144,,Groundwater Observation Well(Recording),35.7,
SAMM_W7a,2085,Hmong Farm,47.72517,-122.142,,Groundwater Observation Well(Recording),31.83,TOC; stickup = 2.4'
SAMM_W7b,2086,"Hmong Farm - 6""",47.7252,-122.142,,Groundwater Observation Well(Recording),32.11,TOC; stickup = 3.0'
SAMP,676,Sammamish Plateau I&I Rain Gage,47.58047,-122.025,,Precipitation Gauge(Recording),,
SAMP_DUMMY,1922,test samp,,,test site for shadow,Precipitation Gauge(Recording),,
SBI_01,1411,Patterson Creek at Bridge 344,47.58721,-121.929,,Stream Gauge(Recording),,
SEQU,648,Sequoia JR High School I&I Rain Gage,47.36701,-122.193,,Precipitation Gauge(Recording),,
SERE,1236,Lake Serene I&I Rain Gage,47.87185,-122.292,,Precipitation Gauge(Recording),,
SFK_01a,1823,South Fork above Franklin Falls,47.42666,-121.429,,Water Temperature Recorder,,
SFK_01b,1824,South Fork below Carter Ck.,47.39376,-121.542,Walk down Carter to SF. DS on left bank. Weaved through roots on alder,Water Temperature Recorder,1650,
SFK_02,1819,South Fork at Tinkham Rd,47.41509,-121.587,On DS edge of Tinkham bridge; right bank.,Water Temperature Recorder,,
SFSnqCRR,1886,South Fork Snoqualmie at Circle R Ranch,47.50869,-121.786,,Stream Gauge(Recording),425,
SGW1,2043,Seawest Granston well 1,47.73024,-122.07,,,,
SGW2,2044,Seawest Granston well 2,47.73024,-122.07,,,,
SGW3,2045,Seawest Granston well 3,47.72906,-122.071,,Groundwater Observation Well(Recording),,
SGW4,2048,Seawest Granston well 4,47.72906,-122.071,,,,
SGW5,2047,Seawest Granston well 5,47.72906,-122.07,,Groundwater Observation Well(Recording),,
SNO_03,2103,Snoqualmie Upstream of SAFC_01,47.57475,-121.895,,Stream Gauge(Recording),,
SNO_04,2104,Snoqualmie at 202 Bridge,47.5688,-121.887,,Stream Gauge(Recording),,
SP.QB174390,1037,South Plant,47.4687,-122.24,,WTD Rain Gage,,
SPGLK,1897,Spring Lake,47.43914,-122.089,,Temperature and Lake Level (Recording),470,
SPU_STA098A,1676,Longfellow Creek (26TH Ave SW & SW Oregon Street) Seattle Public Utilities site,47.56258,-122.367,Seattle Public Utilities hosted data,Stream Gauge(Recording),,
SPU_STA099,1677,Longfellow Creek (24TH Ave SW & SW Willow Street) Seattle Public Utilities site,47.54144,-122.363,Seattle Public Utilities hosted data,Stream Gauge(Recording),,
SPU_STA401,1678,Taylor Creek (68TH Ave S) Seattle Public Utilities site,47.5104,-122.248,Seattle Public Utilities hosted data,Stream Gauge(Recording),,
SPU_TAYEF403,2068,"Taylor Creek, East Fork",47.50311,-122.246,SPU Collected. Still waiting for data.,Stream Gauge(Recording),,
SPU_TAYMA402,2069,"Taylor Creek, Main",47.5032,-122.247,SPU Collected. Still waiting for data.,Stream Gauge(Recording),,
SPU_TAYWF404,2070,"Taylor Creek, West Fork",47.50315,-122.247,SPU Collected. Still waiting for data.,Stream Gauge(Recording),,
SPWA_CLS_Rain,1696,Sammamish Plateau Water Central Lake Sammamish Rain Gage,47.57861,-122.074,data hosted,Precipitation Gauge(Recording),,
SPWA_Headquarters_Rain,1694,Sammamish Plateau Water Association Headquarters Rain Gauge,47.59614,-122.035,Data hosted,Precipitation Gauge(Recording),,
SPWA_Well2_Rain,1695,Sammamish Plateau Water Association Well 2 Rain Gage,47.58025,-122,data hosted,Precipitation Gauge(Recording),,
SR_Reinig_B1,1825,Reinig Road Monitoring Well B1 BKZ 554,,,,Groundwater Observation Well(Recording),,
SR_Reninig_B2,1826,Reinig Road Monitoring Well B2 BKZ 553,,,,Groundwater Observation Well(Recording),,
ST-2,1478,Shoreline WQI Site ST-2,,,,Stream Gauge(Recording),,
SUMM,647,Summit Weather Station,47.35771,-122.036,,Precipitation Gauge(Recording),,
SYRLK,1932,Lake Sawyer,47.34124,-122.05,,Temperature and Lake Level (Recording),523.56,Bob Pendergast
Samm_TZ_1,1207,Sammamish River Transition Zone Below Weir,47.65832,-122.118,level only gage,Stream Gauge(Recording),31.43,"fence post. 31.43 NAVD 88.DEF & BG survey 5/23/2014, based on 51M staff 0 = 26.50'"
Samm_TZ_2,1208,Sammamish River Transition Zone Mid,47.65917,-122.12,level only,Stream Gauge(Recording),28.41,"fence post. NAVD 88. Top threads 29.03,DEF & BG survey 5/23/2014,based on 51M staff 0 = 26.50'"
Samm_TZ_3,1209,Sammamish River above Bear Creek,47.6674,-122.126,level only,Stream Gauge(Recording),25.82,"NAVD 88. Top threads 25.82, Bob Pendergast survey 2/12/2014"
Samm_TZ_4,1210,Sammamish River Below Bear Creek,47.66825,-122.127,level only,Stream Gauge(Recording),25.12,"NAVD 88. Top threads 2"" pipe in river 25.12, Bob Pendergast survey 2/12/2014"
Sgmid,2049,Seawest Granston mid stream elevation,47.72909,-122.071,,Stream Gauge(Recording),148,
Sgup,2042,Seawest Granston upper site stream elev,47.7318,-122.071,Bear Creek elevation,Stream Gauge(Recording),153,
SnqDutchDwn,2164,Dutchman Flapgate down,47.75841,-121.987,,Stream Gauge(Recording),33.31,
SnqDutchUp,2163,Dutchman flapgate up,47.7586,-121.987,,Stream Gauge(Recording),34.44,
SnqRM41.7,1764,Snoq. River Reinig RD RM 41.7,47.5257,-121.787,,Stream Gauge(Recording),413,top of pipe
SnqRM41.7_B1,1877,Reinig Well B1,47.52554,-121.786,,Groundwater Observation Well(Recording),421.98,
SnqRM41.7_B2,1876,Reinig Well B2,47.52538,-121.785,,Groundwater Observation Well(Recording),423.06,
Snqat124Bridge,1220,Snoqualmie at NE 124th bridge,47.70899,-121.995,,Stream Gauge(Recording),30.56,survey
TAY_1,1697,Taylor MRP Creek Site,47.41436,-122.041,,Stream Gauge(Recording),288.03,TAY_1 MW TOP OF PIPE/THREADS 288.03
TAY_3,1699,Taylor MRP MW Ditch Site,47.41447,-122.04,,Groundwater Observation Well(Recording),288.88,TAY_3 MW TOP OF PIPE/THREADS 288.88
TAY_5,1701,Taylor MRP MW Pond Site,47.41506,-122.04,,Groundwater Observation Well(Recording),288.25,TAY_5 MW TOP OF PIPE/THREADS 288.25
TAY_6,1702,"Taylor MRP MW West, Old Barn Site",47.41516,-122.041,,Groundwater Observation Well(Recording),287.88,TAY_6 MW TOP OF PIPE/THREADS 287.88
TAY_7B,1706,Taylor MRP Vallejo Pond Staff Gage,47.41337,-122.04,,Groundwater Observation Well(Recording),288.63,289.17  TAY_7B WS 10/11/16 14:45 READS 0.54
TAY_7E,1736,Vallejos Taylor Creek #2,47.41344,-122.04,replaced washed out or stolen well in same location,Stream Gauge(Recording),291.23,"TAY_7E TOP OF PIPE/THREADS, GROUND AT MW 289.7"
TEST_3,2148,,,,,Stream Gauge(Manual Only),,
TH-1,1256,Shoreline WQI Site TH-1,,,,Stream Gauge(Recording),,
TUKW,650,Tukwilla I&I Rain Gage,47.44845,-122.255,,Precipitation Gauge(Recording),,47.44845125 122.2547848
Tay11,1864,Vallejo Lawn Low Point,47.41382,-122.041,,Stream Gauge(Recording),,
Test,636,Test for temp data test,47.24001,-122.361,Test site for temporary data work ups. Test,Groundwater Observation Well(Recording),100,NA
Tolt1,1191,Lower Tolt 1,47.64391,-121.925,Tolt River Corridor Study Tolt McDonald Park,Stream Gauge(Recording),62.34,survey
Tolt10,1200,Lower Tolt 10,47.67247,-121.855,Tolt River Corridor Study,Stream Gauge(Recording),231.44,survey
Tolt2,1192,Lower Tolt 2,47.63856,-121.921,Tolt River Corridor Study,Stream Gauge(Recording),72.38,survey
Tolt3,1193,Lower Tolt 3,47.63802,-121.915,Tolt River Corridor Study,Stream Gauge(Recording),76.89,
Tolt4,1194,Lower Tolt 4,47.63826,-121.915,Tolt River Corridor Study,Stream Gauge(Recording),77.4,moved from 47.63807 -121.91467
Tolt5,1195,Lower Tolt 5,47.63951,-121.909,Tolt River Corridor Study,Stream Gauge(Recording),87.24,suvey
